ID_Uzorka;GPS_LAT;GPS_LONG
360;18,462911;77,382882
361;18,469065;77,403279
362;18,48884;77,392804
363;18,470078;77,391241
364;18,477911;77,388591
365;18,462474;77,38346
366;18,474467;77,399408
367;18,459021;77,390274
368;18,46159;77,398539
369;18,484436;77,375393
370;18,472339;77,380721
371;18,491219;77,402
372;18,498433;77,376166
373;18,486952;77,395341
374;18,474693;77,379543
375;18,472555;77,381539
376;18,484883;77,408195
377;18,46635;77,36178
378;18,458192;77,381831
379;18,477921;77,383071
380;18,487201;77,405471
381;18,471147;77,38156
382;18,466435;77,394204
383;18,487925;77,387467
384;18,488893;77,395682
385;18,481696;77,39085
386;18,481209;77,382564
387;18,484961;77,404902
388;18,485789;77,396317
389;18,467804;77,374101
390;18,488471;77,393342
391;18,47802;77,360064
392;18,474587;77,391951
393;18,494875;77,391595
394;18,479988;77,386866
395;18,484384;77,384607
396;18,471284;77,407858
397;18,492263;77,387707
398;18,489018;77,396409
399;18,459434;77,382003
400;18,471861;77,378336
401;18,485356;77,372904
402;18,460575;77,368931
403;18,458818;77,399056
404;18,489206;77,386426
405;18,46999;77,38626
406;18,47828;77,388363
407;18,48336;77,391642
408;18,463914;77,379469
409;18,47269;77,388424
410;18,489832;77,378861
411;18,472424;77,394653
412;18,46615;77,401742
413;18,469124;77,393303
414;18,473439;77,394759
415;18,461113;77,395905
416;18,475103;77,393075
417;18,487023;77,389634
418;18,471828;77,40976
419;18,470607;77,403377
420;18,484958;77,395656
421;18,491677;77,39603
422;18,481382;77,3828
423;18,495075;77,387218
424;18,476883;77,387795
425;18,477241;77,403356
426;18,478667;77,390885
427;18,484138;77,387031
428;18,470836;77,385564
429;18,487256;77,382187
430;18,471961;77,38636
431;18,48499;77,390825
432;18,490136;77,390138
433;18,486757;77,382536
434;18,473933;77,401261
435;18,479542;77,391287
436;18,483164;77,381245
437;18,48554;77,38823
438;18,480572;77,391251
439;18,471293;77,389841
440;18,4909;77,386143
441;18,464349;77,392908
442;18,49249;77,395348
443;18,480576;77,391589
444;18,472142;77,386596
445;18,476417;77,40394
446;18,484402;77,394009
447;18,490076;77,393065
448;18,491356;77,402046
449;18,466053;77,398334
450;18,483081;77,385413
451;18,480607;77,381092
452;18,485521;77,385822
453;18,473778;77,387937
454;18,483901;77,383243
455;18,479582;77,395118
456;18,467331;77,393751
457;18,47444;77,400381
458;18,497088;77,396501
459;18,483;77,389876
460;18,489992;77,393153
461;18,472065;77,381903
462;18,485062;77,391173
463;18,48797;77,400402
464;18,48824;77,385353
465;18,463687;77,395863
466;18,459681;77,392351
467;18,471799;77,379874
468;18,483069;77,394455
469;18,488786;77,386809
470;18,484344;77,387736
471;18,477929;77,396665
472;18,477859;77,401652
473;18,475129;77,399703
474;18,47192;77,394376
475;18,47328;77,399779
476;18,478751;77,394214
477;18,480384;77,388667
478;18,47419;77,40258
479;18,484477;77,381068
480;18,478992;77,400675
481;18,467652;77,380228
482;18,476607;77,397795
483;18,485551;77,393661
484;18,470031;77,386958
485;18,491169;77,388114
486;18,475283;77,367756
487;18,490679;77,390724
488;18,484952;77,388248
489;18,472336;77,390515
490;18,463669;77,383554
491;18,473519;77,386767
492;18,476907;77,40052
493;18,472057;77,398331
494;18,470939;77,394579
495;18,477582;77,421031
496;18,457594;77,389524
497;18,453598;77,388584
498;18,493396;77,388518
499;18,488829;77,398384
500;18,493006;77,391201
501;18,469316;77,395463
502;18,471719;77,390594
503;18,479812;77,378084
504;18,478337;77,387098
505;18,473238;77,387658
506;18,484476;77,37211
507;18,456812;77,38864
508;18,463957;77,383266
509;18,483671;77,371436
510;18,479696;77,398244
511;18,486015;77,376533
512;18,477885;77,3885
513;18,483399;77,384938
514;18,478301;77,378746
515;18,465862;77,403476
516;18,477328;77,392219
517;18,484727;77,402343
518;18,495171;77,385539
519;18,479909;77,381401
520;18,503807;77,375381
521;18,49346;77,397855
522;18,46818;77,384507
523;18,496838;77,389851
524;18,487238;77,388578
525;18,477012;77,37917
526;18,466096;77,392278
527;18,494451;77,392684
528;18,486255;77,375195
529;18,468786;77,388344
530;18,467037;77,38933
531;18,480952;77,40154
532;18,477527;77,382572
533;18,483861;77,394518
534;18,482344;77,390229
535;18,474295;77,385346
536;18,488909;77,384147
537;18,486842;77,388
538;18,470821;77,393741
539;18,480375;77,399996
540;18,470488;77,381312
541;18,488574;77,405846
542;18,461978;77,377845
543;18,485991;77,402025
544;18,489876;77,381441
545;18,470903;77,382434
546;18,485111;77,374471
547;18,477272;77,387426
548;18,471981;77,389373
549;18,495619;77,390839
550;18,483731;77,389327
551;18,473549;77,388634
552;18,4977;77,401312
553;18,475675;77,388786
554;18,488771;77,382751
555;18,459231;77,377731
556;18,485414;77,391848
557;18,459776;77,397096
558;18,477989;77,388473
559;18,480961;77,387368
560;18,490192;77,379953
561;18,485887;77,415972
562;18,476766;77,377207
563;18,485479;77,397499
564;18,487149;77,377351
565;18,461835;77,390583
566;18,48432;77,386058
567;18,482185;77,39037
568;18,492209;77,383226
569;18,489492;77,383003
570;18,471612;77,382298
571;18,4847;77,386916
572;18,468475;77,394378
573;18,483622;77,388642
574;18,473903;77,382623
575;18,481038;77,408681
576;18,485082;77,390902
577;18,491702;77,403037
578;18,469102;77,410693
579;18,488444;77,379321
580;18,491091;77,389451
581;18,501628;77,383882
582;18,486101;77,386333
583;18,497805;77,400651
584;18,48031;77,376856
585;18,475997;77,387831
586;18,470284;77,388906
587;18,484253;77,40727
588;18,48363;77,375327
589;18,482164;77,384239
590;18,473542;77,37285
591;18,481601;77,404373
592;18,47615;77,398692
593;18,486081;77,406842
594;18,477307;77,405902
595;18,482918;77,409149
596;18,479114;77,402549
597;18,49017;77,385387
598;18,488327;77,385563
599;18,504632;77,377169
600;18,471;77,361354
601;18,486329;77,374946
602;18,468873;77,389475
603;18,485359;77,409212
604;18,46245;77,390315
605;18,480491;77,387378
606;18,487743;77,405536
607;18,489336;77,375131
608;18,485872;77,407703
609;18,473092;77,385508
610;18,483352;77,389892
611;18,47416;77,38494
612;18,486931;77,396081
613;18,470426;77,401648
614;18,492038;77,388867
615;18,47354;77,396389
616;18,479791;77,37635
617;18,474075;77,398634
618;18,488662;77,388795
619;18,475668;77,383156
620;18,489461;77,385319
621;18,482341;77,382315
622;18,477248;77,392231
623;18,466888;77,375447
624;18,46913;77,402279
625;18,459771;77,392788
626;18,468953;77,411404
627;18,475038;77,393569
628;18,482884;77,385433
629;18,472055;77,387311
630;18,488259;77,36076
631;18,486946;77,387811
632;18,47483;77,390631
633;18,481083;77,399483
634;18,486127;77,381095
635;18,480706;77,404233
636;18,488321;77,37723
637;18,483237;77,383874
638;18,480153;77,409392
639;18,480555;77,397297
640;18,473143;77,383968
641;18,475786;77,381894
642;18,477404;77,405165
643;18,481397;77,379217
644;18,483515;77,380753
645;18,494557;77,394172
646;18,448614;77,38464
647;18,475308;77,385526
648;18,481357;77,403375
649;18,473539;77,392984
650;18,479682;77,389927
651;18,471365;77,382243
652;18,482824;77,404492
653;18,478051;77,391991
654;18,486357;77,388025
655;18,488604;77,390085
656;18,483457;77,377026
657;18,490575;77,383859
658;18,50802;77,411387
659;18,504429;77,369009
660;18,486561;77,395636
661;18,486108;77,382652
662;18,493787;77,39416
663;18,482637;77,3923
664;18,470031;77,382676
665;18,47775;77,36956
666;18,476821;77,383516
667;18,504221;77,391353
668;18,487917;77,382181
669;18,486898;77,391678
670;18,493389;77,376602
671;18,465615;77,396066
672;18,466724;77,410458
673;18,491854;77,399296
674;18,467712;77,41674
675;18,477314;77,395393
676;18,481666;77,394266
677;18,492761;77,397151
678;18,48596;77,393083
679;18,489771;77,383326
680;18,477173;77,391771
681;18,46828;77,380879
682;18,472889;77,388852
683;18,482145;77,399524
684;18,499784;77,387581
685;18,492781;77,375301
686;18,464313;77,399828
687;18,476972;77,39846
688;18,47111;77,382354
689;18,497659;77,3848
690;18,475374;77,377027
691;18,49249;77,382172
692;18,487193;77,391344
693;18,484528;77,388423
694;18,488349;77,378644
695;18,470457;77,382899
696;18,483243;77,405492
697;18,480144;77,380329
698;18,497301;77,365482
699;18,472283;77,397792
700;18,486666;77,388636
701;18,472791;77,387888
702;18,494847;77,39093
703;18,462715;77,395493
704;18,493486;77,377976
705;18,486004;77,367879
706;18,47356;77,401066
707;18,497836;77,390878
708;18,49322;77,380004
709;18,470485;77,403921
710;18,479693;77,38621
711;18,490067;77,400537
712;18,475338;77,367945
713;18,477002;77,392986
714;18,463571;77,402569
715;18,494496;77,394462
716;18,476576;77,39556
717;18,483653;77,380379
718;18,494882;77,388424
719;18,478141;77,386017
720;18,484413;77,367146
721;18,481236;77,385541
722;18,476105;77,403483
723;18,49589;77,371484
724;18,489256;77,38375
725;18,491068;77,412595
726;18,463991;77,39138
727;18,49241;77,398549
728;18,488852;77,405624
729;18,499592;77,383753
730;18,479386;77,379425
731;18,47008;77,405053
732;18,480347;77,384186
733;18,491694;77,386351
734;18,472751;77,383125
735;18,479412;77,410075
736;18,487021;77,402205
737;18,482112;77,40713
738;18,486544;77,385346
739;18,471377;77,398827
740;18,473284;77,395801
741;18,493051;77,383339
742;18,488436;77,396463
743;18,488239;77,391893
744;18,489175;77,397175
745;18,472297;77,375837
746;18,481298;77,38657
747;18,48925;77,378878
748;18,494267;77,380461
749;18,488083;77,393848
750;18,486811;77,379096
751;18,49169;77,39295
752;18,478334;77,396616
753;18,472814;77,398332
754;18,479598;77,377367
755;18,476193;77,391415
756;18,480572;77,398371
757;18,47552;77,400473
758;18,472459;77,391894
759;18,478305;77,372177
760;18,472342;77,397407
761;18,485653;77,39326
762;18,49299;77,394297
763;18,461355;77,382848
764;18,489025;77,394333
765;18,496581;77,386527
766;18,482728;77,394194
767;18,51281;77,356936
768;18,476485;77,382276
769;18,473125;77,392443
770;18,482122;77,386856
771;18,489724;77,381309
772;18,465509;77,390394
773;18,49129;77,399134
774;18,486783;77,406961
775;18,498893;77,394424
776;18,48405;77,395277
777;18,472564;77,391711
778;18,491334;77,426993
779;18,491822;77,379565
780;18,493566;77,383281
781;18,478025;77,393953
782;18,471149;77,371356
783;18,483868;77,388218
784;18,483125;77,396934
785;18,476672;77,363724
786;18,478043;77,375185
787;18,492925;77,404229
788;18,480009;77,38646
789;18,495506;77,3811
790;18,482691;77,364301
791;18,463925;77,391487
792;18,494642;77,385896
793;18,494458;77,406051
794;18,482345;77,378107
795;18,474453;77,385604
796;18,477013;77,406041
797;18,487077;77,406422
798;18,485921;77,392417
799;18,490488;77,376065
800;18,483766;77,39495
801;18,4901;77,388778
802;18,48264;77,390354
803;18,477779;77,373981
804;18,485186;77,394121
805;18,482644;77,39741
806;18,483211;77,371801
807;18,488762;77,399622
808;18,46959;77,385767
809;18,488783;77,387631
810;18,471037;77,410363
811;18,449142;77,376124
812;18,480774;77,395561
813;18,481405;77,373916
814;18,497569;77,367221
815;18,477494;77,378049
816;18,48785;77,3963
817;18,471372;77,392387
818;18,483954;77,400338
819;18,481261;77,384766
820;18,481836;77,409504
821;18,465796;77,38637
822;18,469458;77,39007
823;18,476679;77,391339
824;18,484538;77,381618
825;18,485531;77,379168
826;18,481248;77,376852
827;18,488715;77,380824
828;18,494241;77,387876
829;18,488043;77,39105
830;18,464434;77,373664
831;18,468122;77,384375
832;18,487528;77,390629
833;18,488183;77,403159
834;18,484314;77,402598
835;18,47398;77,395471
836;18,47753;77,375951
837;18,4625;77,383676
838;18,494498;77,401657
839;18,476825;77,391258
840;18,480912;77,395977
841;18,480945;77,404522
842;18,490321;77,391188
843;18,490902;77,41385
844;18,468117;77,402777
845;18,472949;77,387377
846;18,478612;77,387239
847;18,469631;77,386627
848;18,480639;77,386096
849;18,473605;77,386721
850;18,466275;77,382567
851;18,493222;77,398508
852;18,481528;77,395464
853;18,467996;77,397438
854;18,481522;77,389199
855;18,470205;77,395189
856;18,480007;77,402856
857;18,479791;77,383384
858;18,479996;77,396748
859;18,486913;77,406619
860;18,470864;77,374231
861;18,473641;77,390923
862;18,483348;77,388282
863;18,502951;77,404536
864;18,465498;77,379607
865;18,463232;77,384293
866;18,482415;77,379181
867;18,48811;77,384722
868;18,471908;77,388586
869;18,472503;77,412372
870;18,476714;77,37554
871;18,486214;77,395019
872;18,478166;77,39096
873;18,480846;77,406547
874;18,494558;77,386332
875;18,472589;77,406136
876;18,48943;77,39237
877;18,478982;77,41896
878;18,490802;77,394026
879;18,474604;77,384003
880;18,490131;77,395425
881;18,481052;77,399346
882;18,475224;77,38984
883;18,484543;77,395067
884;18,471011;77,382205
885;18,490846;77,417578
886;18,476722;77,395825
887;18,479972;77,406823
888;18,479755;77,390466
889;18,473502;77,375837
890;18,475518;77,400533
891;18,471356;77,388528
892;18,502758;77,389705
893;18,484386;77,39317
894;18,494031;77,394177
895;18,448426;77,395029
896;18,47581;77,384151
897;18,468494;77,401703
898;18,493757;77,38681
899;18,483692;77,399487
900;18,467578;77,377789
901;18,472206;77,395231
902;18,484415;77,38993
903;18,485524;77,38914
904;18,48345;77,385171
905;18,466709;77,381115
906;18,474257;77,387849
907;18,47463;77,387768
908;18,47335;77,381787
909;18,473106;77,390981
910;18,468567;77,391754
911;18,489612;77,388946
912;18,474864;77,402901
913;18,478013;77,402393
914;18,48803;77,390544
915;18,493733;77,368749
916;18,489722;77,392467
917;18,47835;77,398896
918;18,472658;77,396041
919;18,483302;77,381643
920;18,493716;77,380155
921;18,4834;77,376365
922;18,480878;77,380114
923;18,493189;77,396684
924;18,480855;77,394173
925;18,480185;77,391797
926;18,466571;77,392751
927;18,485727;77,398616
928;18,493447;77,376134
929;18,477823;77,371165
930;18,46955;77,395983
931;18,472682;77,397182
932;18,45619;77,398594
933;18,482078;77,385234
934;18,490067;77,397968
935;18,482949;77,375253
936;18,473135;77,40028
937;18,494727;77,377609
938;18,478256;77,392231
939;18,470752;77,386672
940;18,484747;77,397193
941;18,481715;77,379509
942;18,490477;77,417658
943;18,493828;77,395251
944;18,488115;77,399649
945;18,469974;77,400502
946;18,490723;77,388514
947;18,451066;77,398896
948;18,47666;77,395739
949;18,485338;77,394119
950;18,461738;77,393953
951;18,469883;77,37966
952;18,464537;77,389335
953;18,484527;77,37815
954;18,485914;77,384825
955;18,472124;77,378198
956;18,482302;77,397448
957;18,483198;77,40923
958;18,491338;77,389762
959;18,497057;77,388747
960;18,469953;77,399729
961;18,476204;77,387933
962;18,474257;77,381295
963;18,47599;77,395023
964;18,47432;77,404889
965;18,464679;77,395993
966;18,459477;77,388912
967;18,49109;77,36977
968;18,464783;77,384191
969;18,494525;77,389223
970;18,485697;77,379404
971;18,480238;77,399661
972;18,482066;77,402122
973;18,477082;77,37713
974;18,48683;77,404925
975;18,470197;77,389228
976;18,469014;77,381911
977;18,484851;77,384941
978;18,476473;77,373258
979;18,467548;77,364649
980;18,483277;77,382069
981;18,483524;77,374543
982;18,474978;77,39553
983;18,478338;77,377106
984;18,483995;77,370058
985;18,475294;77,382381
986;18,456778;77,392753
987;18,461245;77,387623
988;18,483215;77,391083
989;18,487382;77,393855
990;18,486817;77,381964
991;18,472742;77,394589
992;18,487151;77,393662
993;18,479356;77,389633
994;18,473262;77,394786
995;18,501622;77,382879
996;18,486922;77,376539
997;18,481363;77,395177
998;18,471152;77,400912
999;18,477872;77,389024
1000;18,479848;77,38934
1001;18,477105;77,387625
1002;18,494311;77,395183
1003;18,455315;77,394399
1004;18,483812;77,388214
1005;18,483928;77,384438
1006;18,494243;77,395961
1007;18,472726;77,379852
1008;18,473411;77,389042
1009;18,475368;77,392279
1010;18,492401;77,386264
1011;18,494035;77,399491
1012;18,467283;77,415002
1013;18,482632;77,378584
1014;18,465609;77,396006
1015;18,478565;77,39499
1016;18,467049;77,381471
1017;18,458409;77,381258
1018;18,477953;77,402834
1019;18,473216;77,393244
1020;18,461697;77,370522
1021;18,474786;77,395469
1022;18,475455;77,383962
1023;18,490675;77,387046
1024;18,472333;77,391876
1025;18,471549;77,377015
1026;18,470988;77,375621
1027;18,478492;77,394561
1028;18,467196;77,386004
1029;18,478708;77,39111
1030;18,488386;77,392536
1031;18,485326;77,389154
1032;18,486588;77,386899
1033;18,486696;77,386602
1034;18,473287;77,382525
1035;18,475383;77,402993
1036;18,467149;77,396394
1037;18,487908;77,377149
1038;18,474974;77,376805
1039;18,482035;77,392373
1040;18,492416;77,403152
1041;18,482181;77,383292
1042;18,485835;77,383984
1043;18,48729;77,395965
1044;18,46704;77,36624
1045;18,475679;77,396829
1046;18,493416;77,375912
1047;18,470357;77,3931
1048;18,481888;77,383142
1049;18,478492;77,40212
1050;18,473027;77,393014
1051;18,463375;77,383316
1052;18,47459;77,373146
1053;18,467077;77,389154
1054;18,472371;77,382466
1055;18,482672;77,382405
1056;18,485115;77,387876
1057;18,47663;77,390652
1058;18,488455;77,394432
1059;18,476831;77,380741
1060;18,509535;77,381906
1061;18,489038;77,387942
1062;18,466005;77,385399
1063;18,49256;77,399503
1064;18,486235;77,382854
1065;18,47301;77,389653
1066;18,473712;77,396844
1067;18,473515;77,391583
1068;18,490536;77,388048
1069;18,477927;77,389847
1070;18,453619;77,399442
1071;18,472942;77,397766
1072;18,473207;77,388919
1073;18,476625;77,37509
1074;18,473214;77,371364
1075;18,484892;77,391243
1076;18,478309;77,393233
1077;18,492226;77,403278
1078;18,469014;77,37055
1079;18,489461;77,395454
1080;18,490279;77,410605
1081;18,479835;77,396573
1082;18,470677;77,406274
1083;18,472105;77,383406
1084;18,488006;77,397661
1085;18,479145;77,385835
1086;18,475895;77,397225
1087;18,484093;77,377761
1088;18,474879;77,398311
1089;18,474341;77,3899
1090;18,484855;77,384931
1091;18,485725;77,40005
1092;18,495306;77,380869
1093;18,470413;77,395384
1094;18,478266;77,369717
1095;18,48464;77,390402
1096;18,48693;77,399153
1097;18,486907;77,371787
1098;18,471603;77,390933
1099;18,496036;77,380985
1100;18,475982;77,394602
1101;18,478033;77,388886
1102;18,481717;77,39833
1103;18,468429;77,409173
1104;18,476077;77,374453
1105;18,46496;77,390801
1106;18,471548;77,391941
1107;18,481447;77,389062
1108;18,482926;77,391618
1109;18,470531;77,410985
1110;18,471892;77,391267
1111;18,47665;77,385487
1112;18,475035;77,383391
1113;18,473575;77,385171
1114;18,496263;77,398548
1115;18,474099;77,392359
1116;18,47933;77,383941
1117;18,467335;77,391623
1118;18,483639;77,389367
1119;18,510753;77,385896
1120;18,480181;77,365911
1121;18,486985;77,396211
1122;18,488947;77,383524
1123;18,476152;77,387443
1124;18,470976;77,379364
1125;18,480513;77,39746
1126;18,468493;77,378857
1127;18,471667;77,383758
1128;18,479589;77,379246
1129;18,48452;77,383759
1130;18,470048;77,381494
1131;18,489214;77,377783
1132;18,489652;77,383738
1133;18,489711;77,39072
1134;18,462151;77,402996
1135;18,474474;77,384335
1136;18,48339;77,404657
1137;18,475646;77,381963
1138;18,493365;77,404486
1139;18,465588;77,375841
1140;18,474867;77,394372
1141;18,47869;77,400769
1142;18,47286;77,385147
1143;18,4766;77,38588
1144;18,490476;77,388652
1145;18,492131;77,394962
1146;18,459296;77,399455
1147;18,467093;77,390773
1148;18,473912;77,381803
1149;18,474894;77,393102
1150;18,489561;77,405949
